fecha,producto,cantidad_cajas,precio_venta_caja,total_ventas
2025-08-14,Caja Formato 15x12 (docena),1,40000,40000
2025-08-14,Caja Formato 20 Extra Bonito,0,50000,0
2025-08-14,Caja Formato 30 Mediano Bonito,0,54000,0
2025-08-15,Caja Huevos Granel Primera,2,35000,70000
2025-08-15,Caja Huevos Granel Extra,1,38000,38000
2025-08-15,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-08-15,Caja Formato 15x12 (docena),1,40000,40000
2025-08-15,Caja Formato 20 Extra Bonito,0,50000,0
2025-08-15,Caja Formato 30 Mediano Bonito,0,54000,0
2025-08-16,Caja Huevos Granel Primera,3,35000,105000
2025-08-16,Caja Huevos Granel Extra,1,38000,38000
2025-08-16,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-08-16,Caja Formato 15x12 (docena),0,40000,0
2025-08-16,Caja Formato 20 Extra Bonito,0,50000,0
2025-08-16,Caja Formato 30 Mediano Bonito,0,54000,0
2025-08-17,Caja Huevos Granel Primera,3,35000,105000
2025-08-17,Caja Huevos Granel Extra,0,38000,0
2025-08-17,Caja Formato 30x6 (1/2 doc),0,40000,0
2025-08-17,Caja Formato 15x12 (docena),0,40000,0
2025-08-17,Caja Formato 20 Extra Bonito,0,50000,0
2025-08-17,Caja Formato 30 Mediano Bonito,0,54000,0
2025-08-18,Caja Huevos Granel Primera,1,35000,35000
2025-08-18,Caja Huevos Granel Extra,1,38000,38000
2025-08-18,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-08-18,Caja Formato 15x12 (docena),0,40000,0
2025-08-18,Caja Formato 20 Extra Bonito,0,50000,0
2025-08-18,Caja Formato 30 Mediano Bonito,0,54000,0
2025-08-19,Caja Huevos Granel Primera,2,35000,70000
2025-08-19,Caja Huevos Granel Extra,1,38000,38000
2025-08-19,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-08-19,Caja Formato 15x12 (docena),1,40000,40000
2025-08-19,Caja Formato 20 Extra Bonito,0,50000,0
2025-08-19,Caja Formato 30 Mediano Bonito,0,54000,0
2025-08-20,Caja Huevos Granel Primera,2,35000,70000
2025-08-20,Caja Huevos Granel Extra,1,38000,38000
2025-08-20,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-08-20,Caja Formato 15x12 (docena),1,40000,40000
2025-08-20,Caja Formato 20 Extra Bonito,0,50000,0
2025-08-20,Caja Formato 30 Mediano Bonito,0,54000,0
2025-08-21,Caja Huevos Granel Primera,3,35000,105000
2025-08-21,Caja Huevos Granel Extra,1,38000,38000
2025-08-21,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-08-21,Caja Formato 15x12 (docena),1,40000,40000
2025-08-21,Caja Formato 20 Extra Bonito,1,50000,50000
2025-08-21,Caja Formato 30 Mediano Bonito,0,54000,0
2025-08-22,Caja Huevos Granel Primera,3,35000,105000
2025-08-22,Caja Huevos Granel Extra,1,38000,38000
2025-08-22,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-08-22,Caja Formato 15x12 (docena),1,40000,40000
2025-08-22,Caja Formato 20 Extra Bonito,0,50000,0
2025-08-22,Caja Formato 30 Mediano Bonito,0,54000,0
2025-08-23,Caja Huevos Granel Primera,2,35000,70000
2025-08-23,Caja Huevos Granel Extra,1,38000,38000
2025-08-23,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-08-23,Caja Formato 15x12 (docena),1,40000,40000
2025-08-23,Caja Formato 20 Extra Bonito,0,50000,0
2025-08-23,Caja Formato 30 Mediano Bonito,0,54000,0
2025-08-24,Caja Huevos Granel Primera,0,35000,0
2025-08-24,Caja Huevos Granel Extra,0,38000,0
2025-08-24,Caja Formato 30x6 (1/2 doc),0,40000,0
2025-08-24,Caja Formato 15x12 (docena),0,40000,0
2025-08-24,Caja Formato 20 Extra Bonito,0,50000,0
2025-08-24,Caja Formato 30 Mediano Bonito,0,54000,0
2025-08-25,Caja Huevos Granel Primera,2,35000,70000
2025-08-25,Caja Huevos Granel Extra,1,38000,38000
2025-08-25,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-08-25,Caja Formato 15x12 (docena),1,40000,40000
2025-08-25,Caja Formato 20 Extra Bonito,0,50000,0
2025-08-25,Caja Formato 30 Mediano Bonito,0,54000,0
2025-08-26,Caja Huevos Granel Primera,1,35000,35000
2025-08-26,Caja Huevos Granel Extra,1,38000,38000
2025-08-26,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-08-26,Caja Formato 15x12 (docena),1,40000,40000
2025-08-26,Caja Formato 20 Extra Bonito,0,50000,0
2025-08-26,Caja Formato 30 Mediano Bonito,0,54000,0
2025-08-27,Caja Huevos Granel Primera,3,35000,105000
2025-08-27,Caja Huevos Granel Extra,1,38000,38000
2025-08-27,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-08-27,Caja Formato 15x12 (docena),1,40000,40000
2025-08-27,Caja Formato 20 Extra Bonito,0,50000,0
2025-08-27,Caja Formato 30 Mediano Bonito,0,54000,0
2025-08-28,Caja Huevos Granel Primera,4,35000,140000
2025-08-28,Caja Huevos Granel Extra,1,38000,38000
2025-08-28,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-08-28,Caja Formato 15x12 (docena),1,40000,40000
2025-08-28,Caja Formato 20 Extra Bonito,0,50000,0
2025-08-28,Caja Formato 30 Mediano Bonito,0,54000,0
2025-08-29,Caja Huevos Granel Primera,1,35000,35000
2025-08-29,Caja Huevos Granel Extra,1,38000,38000
2025-08-29,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-08-29,Caja Formato 15x12 (docena),0,40000,0
2025-08-29,Caja Formato 20 Extra Bonito,0,50000,0
2025-08-29,Caja Formato 30 Mediano Bonito,0,54000,0
2025-08-30,Caja Huevos Granel Primera,2,35000,70000
2025-08-30,Caja Huevos Granel Extra,1,38000,38000
2025-08-30,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-08-30,Caja Formato 15x12 (docena),0,40000,0
2025-08-30,Caja Formato 20 Extra Bonito,0,50000,0
2025-08-30,Caja Formato 30 Mediano Bonito,0,54000,0
2025-08-31,Caja Huevos Granel Primera,3,35000,105000
2025-08-31,Caja Huevos Granel Extra,0,38000,0
2025-08-31,Caja Formato 30x6 (1/2 doc),0,40000,0
2025-08-31,Caja Formato 15x12 (docena),0,40000,0
2025-08-31,Caja Formato 20 Extra Bonito,0,50000,0
2025-08-31,Caja Formato 30 Mediano Bonito,0,54000,0
2025-09-01,Caja Huevos Granel Primera,2,35000,70000
2025-09-01,Caja Huevos Granel Extra,1,38000,38000
2025-09-01,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-09-01,Caja Formato 15x12 (docena),1,40000,40000
2025-09-01,Caja Formato 20 Extra Bonito,0,50000,0
2025-09-01,Caja Formato 30 Mediano Bonito,0,54000,0
2025-09-02,Caja Huevos Granel Primera,2,35000,70000
2025-09-02,Caja Huevos Granel Extra,1,38000,38000
2025-09-02,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-09-02,Caja Formato 15x12 (docena),1,40000,40000
2025-09-02,Caja Formato 20 Extra Bonito,0,50000,0
2025-09-02,Caja Formato 30 Mediano Bonito,0,54000,0
2025-09-03,Caja Huevos Granel Primera,5,35000,175000
2025-09-03,Caja Huevos Granel Extra,1,38000,38000
2025-09-03,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-09-03,Caja Formato 15x12 (docena),1,40000,40000
2025-09-03,Caja Formato 20 Extra Bonito,0,50000,0
2025-09-03,Caja Formato 30 Mediano Bonito,0,54000,0
2025-09-04,Caja Huevos Granel Primera,3,35000,105000
2025-09-04,Caja Huevos Granel Extra,1,38000,38000
2025-09-04,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-09-04,Caja Formato 15x12 (docena),1,40000,40000
2025-09-04,Caja Formato 20 Extra Bonito,0,50000,0
2025-09-04,Caja Formato 30 Mediano Bonito,0,54000,0
2025-09-05,Caja Huevos Granel Primera,2,35000,70000
2025-09-05,Caja Huevos Granel Extra,1,38000,38000
2025-09-05,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-09-05,Caja Formato 15x12 (docena),1,40000,40000
2025-09-05,Caja Formato 20 Extra Bonito,1,50000,50000
2025-09-05,Caja Formato 30 Mediano Bonito,0,54000,0
2025-09-06,Caja Huevos Granel Primera,1,35000,35000
2025-09-06,Caja Huevos Granel Extra,1,38000,38000
2025-09-06,Caja Formato 30x6 (1/2 doc),0,40000,0
2025-09-06,Caja Formato 15x12 (docena),1,40000,40000
2025-09-06,Caja Formato 20 Extra Bonito,0,50000,0
2025-09-06,Caja Formato 30 Mediano Bonito,0,54000,0
2025-09-07,Caja Huevos Granel Primera,2,35000,70000
2025-09-07,Caja Huevos Granel Extra,0,38000,0
2025-09-07,Caja Formato 30x6 (1/2 doc),0,40000,0
2025-09-07,Caja Formato 15x12 (docena),0,40000,0
2025-09-07,Caja Formato 20 Extra Bonito,0,50000,0
2025-09-07,Caja Formato 30 Mediano Bonito,0,54000,0
2025-09-08,Caja Huevos Granel Primera,2,35000,70000
2025-09-08,Caja Huevos Granel Extra,1,38000,38000
2025-09-08,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-09-08,Caja Formato 15x12 (docena),1,40000,40000
2025-09-08,Caja Formato 20 Extra Bonito,0,50000,0
2025-09-08,Caja Formato 30 Mediano Bonito,0,54000,0
2025-09-09,Caja Huevos Granel Primera,2,35000,70000
2025-09-09,Caja Huevos Granel Extra,1,38000,38000
2025-09-09,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-09-09,Caja Formato 15x12 (docena),1,40000,40000
2025-09-09,Caja Formato 20 Extra Bonito,0,50000,0
2025-09-09,Caja Formato 30 Mediano Bonito,0,54000,0
2025-09-10,Caja Huevos Granel Primera,1,35000,35000
2025-09-10,Caja Huevos Granel Extra,1,38000,38000
2025-09-10,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-09-10,Caja Formato 15x12 (docena),0,40000,0
2025-09-10,Caja Formato 20 Extra Bonito,0,50000,0
2025-09-10,Caja Formato 30 Mediano Bonito,0,54000,0
2025-09-11,Caja Huevos Granel Primera,2,35000,70000
2025-09-11,Caja Huevos Granel Extra,1,38000,38000
2025-09-11,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-09-11,Caja Formato 15x12 (docena),1,40000,40000
2025-09-11,Caja Formato 20 Extra Bonito,1,50000,50000
2025-09-11,Caja Formato 30 Mediano Bonito,0,54000,0
2025-09-12,Caja Huevos Granel Primera,1,35000,35000
2025-09-12,Caja Huevos Granel Extra,1,38000,38000
2025-09-12,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-09-12,Caja Formato 15x12 (docena),1,40000,40000
2025-09-12,Caja Formato 20 Extra Bonito,0,50000,0
2025-09-12,Caja Formato 30 Mediano Bonito,0,54000,0
2025-09-13,Caja Huevos Granel Primera,1,35000,35000
2025-09-13,Caja Huevos Granel Extra,1,38000,38000
2025-09-13,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-09-13,Caja Formato 15x12 (docena),1,40000,40000
2025-09-13,Caja Formato 20 Extra Bonito,0,50000,0
2025-09-13,Caja Formato 30 Mediano Bonito,0,54000,0
2025-09-14,Caja Huevos Granel Primera,2,35000,70000
2025-09-14,Caja Huevos Granel Extra,0,38000,0
2025-09-14,Caja Formato 30x6 (1/2 doc),0,40000,0
2025-09-14,Caja Formato 15x12 (docena),0,40000,0
2025-09-14,Caja Formato 20 Extra Bonito,0,50000,0
2025-09-14,Caja Formato 30 Mediano Bonito,0,54000,0
2025-09-15,Caja Huevos Granel Primera,4,35000,140000
2025-09-15,Caja Huevos Granel Extra,1,38000,38000
2025-09-15,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-09-15,Caja Formato 15x12 (docena),1,40000,40000
2025-09-15,Caja Formato 20 Extra Bonito,0,50000,0
2025-09-15,Caja Formato 30 Mediano Bonito,0,54000,0
2025-09-16,Caja Huevos Granel Primera,2,35000,70000
2025-09-16,Caja Huevos Granel Extra,1,38000,38000
2025-09-16,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-09-16,Caja Formato 15x12 (docena),1,40000,40000
2025-09-16,Caja Formato 20 Extra Bonito,0,50000,0
2025-09-16,Caja Formato 30 Mediano Bonito,0,54000,0
2025-09-17,Caja Huevos Granel Primera,1,35000,35000
2025-09-17,Caja Huevos Granel Extra,1,38000,38000
2025-09-17,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-09-17,Caja Formato 15x12 (docena),1,40000,40000
2025-09-17,Caja Formato 20 Extra Bonito,0,50000,0
2025-09-17,Caja Formato 30 Mediano Bonito,0,54000,0
2025-09-18,Caja Huevos Granel Primera,2,35000,70000
2025-09-18,Caja Huevos Granel Extra,1,38000,38000
2025-09-18,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-09-18,Caja Formato 15x12 (docena),1,40000,40000
2025-09-18,Caja Formato 20 Extra Bonito,0,50000,0
2025-09-18,Caja Formato 30 Mediano Bonito,0,54000,0
2025-09-19,Caja Huevos Granel Primera,2,35000,70000
2025-09-19,Caja Huevos Granel Extra,1,38000,38000
2025-09-19,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-09-19,Caja Formato 15x12 (docena),1,40000,40000
2025-09-19,Caja Formato 20 Extra Bonito,1,50000,50000
2025-09-19,Caja Formato 30 Mediano Bonito,0,54000,0
2025-09-20,Caja Huevos Granel Primera,3,35000,105000
2025-09-20,Caja Huevos Granel Extra,1,38000,38000
2025-09-20,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-09-20,Caja Formato 15x12 (docena),1,40000,40000
2025-09-20,Caja Formato 20 Extra Bonito,0,50000,0
2025-09-20,Caja Formato 30 Mediano Bonito,0,54000,0
2025-09-21,Caja Huevos Granel Primera,2,35000,70000
2025-09-21,Caja Huevos Granel Extra,1,38000,38000
2025-09-21,Caja Formato 30x6 (1/2 doc),0,40000,0
2025-09-21,Caja Formato 15x12 (docena),0,40000,0
2025-09-21,Caja Formato 20 Extra Bonito,0,50000,0
2025-09-21,Caja Formato 30 Mediano Bonito,0,54000,0
2025-09-22,Caja Huevos Granel Primera,1,35000,35000
2025-09-22,Caja Huevos Granel Extra,1,38000,38000
2025-09-22,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-09-22,Caja Formato 15x12 (docena),1,40000,40000
2025-09-22,Caja Formato 20 Extra Bonito,0,50000,0
2025-09-22,Caja Formato 30 Mediano Bonito,0,54000,0
2025-09-23,Caja Huevos Granel Primera,1,35000,35000
2025-09-23,Caja Huevos Granel Extra,1,38000,38000
2025-09-23,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-09-23,Caja Formato 15x12 (docena),1,40000,40000
2025-09-23,Caja Formato 20 Extra Bonito,0,50000,0
2025-09-23,Caja Formato 30 Mediano Bonito,0,54000,0
2025-09-24,Caja Huevos Granel Primera,1,35000,35000
2025-09-24,Caja Huevos Granel Extra,1,38000,38000
2025-09-24,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-09-24,Caja Formato 15x12 (docena),1,40000,40000
2025-09-24,Caja Formato 20 Extra Bonito,0,50000,0
2025-09-24,Caja Formato 30 Mediano Bonito,0,54000,0
2025-09-25,Caja Huevos Granel Primera,2,35000,70000
2025-09-25,Caja Huevos Granel Extra,1,38000,38000
2025-09-25,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-09-25,Caja Formato 15x12 (docena),1,40000,40000
2025-09-25,Caja Formato 20 Extra Bonito,1,50000,50000
2025-09-25,Caja Formato 30 Mediano Bonito,0,54000,0
2025-09-26,Caja Huevos Granel Primera,1,35000,35000
2025-09-26,Caja Huevos Granel Extra,1,38000,38000
2025-09-26,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-09-26,Caja Formato 15x12 (docena),1,40000,40000
2025-09-26,Caja Formato 20 Extra Bonito,0,50000,0
2025-09-26,Caja Formato 30 Mediano Bonito,0,54000,0
2025-09-27,Caja Huevos Granel Primera,1,35000,35000
2025-09-27,Caja Huevos Granel Extra,1,38000,38000
2025-09-27,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-09-27,Caja Formato 15x12 (docena),1,40000,40000
2025-09-27,Caja Formato 20 Extra Bonito,0,50000,0
2025-09-27,Caja Formato 30 Mediano Bonito,0,54000,0
2025-09-28,Caja Huevos Granel Primera,3,35000,105000
2025-09-28,Caja Huevos Granel Extra,0,38000,0
2025-09-28,Caja Formato 30x6 (1/2 doc),0,40000,0
2025-09-28,Caja Formato 15x12 (docena),0,40000,0
2025-09-28,Caja Formato 20 Extra Bonito,0,50000,0
2025-09-28,Caja Formato 30 Mediano Bonito,0,54000,0
2025-09-29,Caja Huevos Granel Primera,2,35000,70000
2025-09-29,Caja Huevos Granel Extra,1,38000,38000
2025-09-29,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-09-29,Caja Formato 15x12 (docena),1,40000,40000
2025-09-29,Caja Formato 20 Extra Bonito,0,50000,0
2025-09-29,Caja Formato 30 Mediano Bonito,0,54000,0
2025-09-30,Caja Huevos Granel Primera,1,35000,35000
2025-09-30,Caja Huevos Granel Extra,1,38000,38000
2025-09-30,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-09-30,Caja Formato 15x12 (docena),1,40000,40000
2025-09-30,Caja Formato 20 Extra Bonito,0,50000,0
2025-09-30,Caja Formato 30 Mediano Bonito,0,54000,0
2025-10-01,Caja Huevos Granel Primera,2,35000,70000
2025-10-01,Caja Huevos Granel Extra,2,38000,76000
2025-10-01,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-10-01,Caja Formato 15x12 (docena),1,40000,40000
2025-10-01,Caja Formato 20 Extra Bonito,1,50000,50000
2025-10-01,Caja Formato 30 Mediano Bonito,1,54000,54000
2025-10-02,Caja Huevos Granel Primera,2,35000,70000
2025-10-02,Caja Huevos Granel Extra,2,38000,76000
2025-10-02,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-10-02,Caja Formato 15x12 (docena),1,40000,40000
2025-10-02,Caja Formato 20 Extra Bonito,1,50000,50000
2025-10-02,Caja Formato 30 Mediano Bonito,0,54000,0
2025-10-03,Caja Huevos Granel Primera,3,35000,105000
2025-10-03,Caja Huevos Granel Extra,2,38000,76000
2025-10-03,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-10-03,Caja Formato 15x12 (docena),1,40000,40000
2025-10-03,Caja Formato 20 Extra Bonito,1,50000,50000
2025-10-03,Caja Formato 30 Mediano Bonito,0,54000,0
2025-10-04,Caja Huevos Granel Primera,3,35000,105000
2025-10-04,Caja Huevos Granel Extra,1,38000,38000
2025-10-04,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-10-04,Caja Formato 15x12 (docena),1,40000,40000
2025-10-04,Caja Formato 20 Extra Bonito,1,50000,50000
2025-10-04,Caja Formato 30 Mediano Bonito,0,54000,0
2025-10-05,Caja Huevos Granel Primera,1,35000,35000
2025-10-05,Caja Huevos Granel Extra,0,38000,0
2025-10-05,Caja Formato 30x6 (1/2 doc),0,40000,0
2025-10-05,Caja Formato 15x12 (docena),0,40000,0
2025-10-05,Caja Formato 20 Extra Bonito,0,50000,0
2025-10-05,Caja Formato 30 Mediano Bonito,0,54000,0
2025-10-06,Caja Huevos Granel Primera,2,35000,70000
2025-10-06,Caja Huevos Granel Extra,1,38000,38000
2025-10-06,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-10-06,Caja Formato 15x12 (docena),1,40000,40000
2025-10-06,Caja Formato 20 Extra Bonito,1,50000,50000
2025-10-06,Caja Formato 30 Mediano Bonito,1,54000,54000
2025-10-07,Caja Huevos Granel Primera,2,35000,70000
2025-10-07,Caja Huevos Granel Extra,2,38000,76000
2025-10-07,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-10-07,Caja Formato 15x12 (docena),1,40000,40000
2025-10-07,Caja Formato 20 Extra Bonito,0,50000,0
2025-10-07,Caja Formato 30 Mediano Bonito,0,54000,0
2025-10-08,Caja Huevos Granel Primera,2,35000,70000
2025-10-08,Caja Huevos Granel Extra,1,38000,38000
2025-10-08,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-10-08,Caja Formato 15x12 (docena),1,40000,40000
2025-10-08,Caja Formato 20 Extra Bonito,0,50000,0
2025-10-08,Caja Formato 30 Mediano Bonito,0,54000,0
2025-10-09,Caja Huevos Granel Primera,3,35000,105000
2025-10-09,Caja Huevos Granel Extra,1,38000,38000
2025-10-09,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-10-09,Caja Formato 15x12 (docena),1,40000,40000
2025-10-09,Caja Formato 20 Extra Bonito,1,50000,50000
2025-10-09,Caja Formato 30 Mediano Bonito,1,54000,54000
2025-10-10,Caja Huevos Granel Primera,3,35000,105000
2025-10-10,Caja Huevos Granel Extra,2,38000,76000
2025-10-10,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-10-10,Caja Formato 15x12 (docena),1,40000,40000
2025-10-10,Caja Formato 20 Extra Bonito,1,50000,50000
2025-10-10,Caja Formato 30 Mediano Bonito,0,54000,0
2025-10-11,Caja Huevos Granel Primera,3,35000,105000
2025-10-11,Caja Huevos Granel Extra,1,38000,38000
2025-10-11,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-10-11,Caja Formato 15x12 (docena),1,40000,40000
2025-10-11,Caja Formato 20 Extra Bonito,0,50000,0
2025-10-11,Caja Formato 30 Mediano Bonito,0,54000,0
2025-10-12,Caja Huevos Granel Primera,0,35000,0
2025-10-12,Caja Huevos Granel Extra,0,38000,0
2025-10-12,Caja Formato 30x6 (1/2 doc),0,40000,0
2025-10-12,Caja Formato 15x12 (docena),0,40000,0
2025-10-12,Caja Formato 20 Extra Bonito,0,50000,0
2025-10-12,Caja Formato 30 Mediano Bonito,0,54000,0
2025-10-13,Caja Huevos Granel Primera,2,35000,70000
2025-10-13,Caja Huevos Granel Extra,2,38000,76000
2025-10-13,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-10-13,Caja Formato 15x12 (docena),1,40000,40000
2025-10-13,Caja Formato 20 Extra Bonito,0,50000,0
2025-10-13,Caja Formato 30 Mediano Bonito,0,54000,0
2025-10-14,Caja Huevos Granel Primera,2,35000,70000
2025-10-14,Caja Huevos Granel Extra,1,38000,38000
2025-10-14,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-10-14,Caja Formato 15x12 (docena),1,40000,40000
2025-10-14,Caja Formato 20 Extra Bonito,1,50000,50000
2025-10-14,Caja Formato 30 Mediano Bonito,0,54000,0
2025-10-15,Caja Huevos Granel Primera,2,35000,70000
2025-10-15,Caja Huevos Granel Extra,1,38000,38000
2025-10-15,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-10-15,Caja Formato 15x12 (docena),1,40000,40000
2025-10-15,Caja Formato 20 Extra Bonito,1,50000,50000
2025-10-15,Caja Formato 30 Mediano Bonito,0,54000,0
2025-10-16,Caja Huevos Granel Primera,3,35000,105000
2025-10-16,Caja Huevos Granel Extra,2,38000,76000
2025-10-16,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-10-16,Caja Formato 15x12 (docena),1,40000,40000
2025-10-16,Caja Formato 20 Extra Bonito,1,50000,50000
2025-10-16,Caja Formato 30 Mediano Bonito,0,54000,0
2025-10-17,Caja Huevos Granel Primera,3,35000,105000
2025-10-17,Caja Huevos Granel Extra,1,38000,38000
2025-10-17,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-10-17,Caja Formato 15x12 (docena),1,40000,40000
2025-10-17,Caja Formato 20 Extra Bonito,0,50000,0
2025-10-17,Caja Formato 30 Mediano Bonito,0,54000,0
2025-10-18,Caja Huevos Granel Primera,2,35000,70000
2025-10-18,Caja Huevos Granel Extra,1,38000,38000
2025-10-18,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-10-18,Caja Formato 15x12 (docena),1,40000,40000
2025-10-18,Caja Formato 20 Extra Bonito,0,50000,0
2025-10-18,Caja Formato 30 Mediano Bonito,0,54000,0
2025-10-19,Caja Huevos Granel Primera,1,35000,35000
2025-10-19,Caja Huevos Granel Extra,1,38000,38000
2025-10-19,Caja Formato 30x6 (1/2 doc),0,40000,0
2025-10-19,Caja Formato 15x12 (docena),0,40000,0
2025-10-19,Caja Formato 20 Extra Bonito,0,50000,0
2025-10-19,Caja Formato 30 Mediano Bonito,0,54000,0
2025-10-20,Caja Huevos Granel Primera,2,35000,70000
2025-10-20,Caja Huevos Granel Extra,1,38000,38000
2025-10-20,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-10-20,Caja Formato 15x12 (docena),1,40000,40000
2025-10-20,Caja Formato 20 Extra Bonito,0,50000,0
2025-10-20,Caja Formato 30 Mediano Bonito,0,54000,0
2025-10-21,Caja Huevos Granel Primera,2,35000,70000
2025-10-21,Caja Huevos Granel Extra,1,38000,38000
2025-10-21,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-10-21,Caja Formato 15x12 (docena),1,40000,40000
2025-10-21,Caja Formato 20 Extra Bonito,0,50000,0
2025-10-21,Caja Formato 30 Mediano Bonito,0,54000,0
2025-10-22,Caja Huevos Granel Primera,2,35000,70000
2025-10-22,Caja Huevos Granel Extra,1,38000,38000
2025-10-22,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-10-22,Caja Formato 15x12 (docena),1,40000,40000
2025-10-22,Caja Formato 20 Extra Bonito,1,50000,50000
2025-10-22,Caja Formato 30 Mediano Bonito,1,54000,54000
2025-10-23,Caja Huevos Granel Primera,3,35000,105000
2025-10-23,Caja Huevos Granel Extra,1,38000,38000
2025-10-23,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-10-23,Caja Formato 15x12 (docena),1,40000,40000
2025-10-23,Caja Formato 20 Extra Bonito,1,50000,50000
2025-10-23,Caja Formato 30 Mediano Bonito,0,54000,0
2025-10-24,Caja Huevos Granel Primera,2,35000,70000
2025-10-24,Caja Huevos Granel Extra,1,38000,38000
2025-10-24,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-10-24,Caja Formato 15x12 (docena),1,40000,40000
2025-10-24,Caja Formato 20 Extra Bonito,1,50000,50000
2025-10-24,Caja Formato 30 Mediano Bonito,0,54000,0
2025-10-25,Caja Huevos Granel Primera,1,35000,35000
2025-10-25,Caja Huevos Granel Extra,1,38000,38000
2025-10-25,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-10-25,Caja Formato 15x12 (docena),1,40000,40000
2025-10-25,Caja Formato 20 Extra Bonito,0,50000,0
2025-10-25,Caja Formato 30 Mediano Bonito,0,54000,0
2025-10-26,Caja Huevos Granel Primera,1,35000,35000
2025-10-26,Caja Huevos Granel Extra,1,38000,38000
2025-10-26,Caja Formato 30x6 (1/2 doc),0,40000,0
2025-10-26,Caja Formato 15x12 (docena),0,40000,0
2025-10-26,Caja Formato 20 Extra Bonito,0,50000,0
2025-10-26,Caja Formato 30 Mediano Bonito,0,54000,0
2025-10-27,Caja Huevos Granel Primera,2,35000,70000
2025-10-27,Caja Huevos Granel Extra,2,38000,76000
2025-10-27,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-10-27,Caja Formato 15x12 (docena),1,40000,40000
2025-10-27,Caja Formato 20 Extra Bonito,1,50000,50000
2025-10-27,Caja Formato 30 Mediano Bonito,0,54000,0
2025-10-28,Caja Huevos Granel Primera,2,35000,70000
2025-10-28,Caja Huevos Granel Extra,2,38000,76000
2025-10-28,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-10-28,Caja Formato 15x12 (docena),1,40000,40000
2025-10-28,Caja Formato 20 Extra Bonito,0,50000,0
2025-10-28,Caja Formato 30 Mediano Bonito,0,54000,0
